Precinct,1st Choice,2nd Choice,3rd Choice,Count,1st Choice_Race,2nd Choice_Race,3rd Choice_Race
MINNEAPOLIS W-4 P-06,Dana Hansen,"Barbara A. ""Barb"" Johnson",,1,white,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Dana Hansen,"Barbara A. ""Barb"" Johnson",1,black,white,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1,black,white,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,,,,1,,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Dana Hansen,"Barbara A. ""Barb"" Johnson",,1,white,white,
MINNEAPOLIS W-4 P-06,,,,1,,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,UWI,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1,black,white,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,,,,1,,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1,white,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Dana Hansen,,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Dana Hansen,,1,black,white,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-06,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-06,,,,1,,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,UWI,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-06,,,,1,,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,"Barbara A. ""Barb"" Johnson",1,black,white,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",UWI,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-06,Stephanie Gasca,Dana Hansen,"Barbara A. ""Barb"" Johnson",1,black,white,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-06,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
